TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId,UserCityId,CityName,CityCountryId,Continent,Region,Country,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCity,Season,MonthsSinceFirstVisit
22622,2402,2020,2,Family,129,5,4,12,45,90,Surabaya,45,South America,South America,Brazil,25,1,Chicago Cove,"246 Main Road, Chicago",Beaches,Chicago,Winter,2
22623,1463,2021,4,Solo,79,4,2,7,29,56,Dhaka,29,Europe,Northern Europe,Sweden,55,14,Marrakesh Falls,"261 Main Road, Marrakesh",Waterfalls,Marrakesh,Spring,16
22624,2977,2023,6,Friends,8,5,5,15,57,112,Chicago,57,Africa,Southern Africa,South Africa,63,12,Rome Old Town,"39 Main Road, Rome",Neighborhoods,Rome,Summer,42
22625,669,2024,5,Friends,74,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,36,10,Gaborone National Park,"331 Main Road, Gaborone",National Parks,Gaborone,Spring,53
22626,2215,2024,11,Couples,156,4,5,15,59,116,Port Moresby,59,Africa,Southern Africa,Namibia,17,9,Oslo Thermal Spa,"398 Main Road, Oslo",Spas,Oslo,Autumn,59
22627,2295,2020,4,Couples,195,5,2,6,26,53,Munich,26,Europe,Southern Europe,Greece,121,13,Toronto Street Market,"235 Main Road, Toronto",Flea & Street Markets,Toronto,Spring,4
22628,2477,2023,10,Business,73,3,2,6,25,,Unknown,,Europe,Southern Europe,Spain,25,10,Chicago Conservation Area,"8 Main Road, Chicago",National Parks,Chicago,Autumn,46
22629,2016,2023,2,Business,58,4,5,15,59,118,Mumbai,59,Africa,Southern Africa,Namibia,4,1,Paris Shore,"49 Main Road, Paris",Beaches,Paris,Winter,38
22630,654,2024,7,Couples,56,4,2,8,35,68,New York,35,Europe,Eastern Europe,Romania,93,7,Penang Mount,"6 Main Road, Penang",Volcanos,Penang,Summer,55
22631,299,2024,3,Friends,175,4,1,1,3,6,Penang,3,Asia,South East Asia,Singapore,5,7,Sydney Mount,"294 Main Road, Sydney",Volcanos,Sydney,Spring,51
22632,609,2024,11,Couples,17,4,1,3,12,26,Osaka,12,Asia,East Asia,China,11,3,Lisbon Museum,"132 Main Road, Lisbon",History Museums,Lisbon,Autumn,59
22633,2553,2021,5,Business,22,4,2,8,33,64,Berlin,33,Europe,Eastern Europe,Czech Republic,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Spring,17
22634,1120,2020,8,Friends,291,5,2,6,27,54,Sao Paulo,27,Europe,Southern Europe,Portugal,17,13,Oslo Street Market,"238 Main Road, Oslo",Flea & Street Markets,Oslo,Summer,8
22635,1587,2020,5,Couples,11,5,3,10,40,78,Budapest,40,North America,Central America,Panama,54,13,Sao Paulo Bazaar,"71 Main Road, Sao Paulo",Flea & Street Markets,Sao Paulo,Spring,5
22636,100,2020,1,Friends,202,4,1,2,7,15,Nairobi,7,Asia,South Asia,India,2,6,Lyon Water Park,"173 Main Road, Lyon",Water Parks,Lyon,Winter,1
22637,1412,2020,5,Family,237,5,1,3,12,26,Osaka,12,Asia,East Asia,China,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Spring,5
22638,1144,2023,12,Couples,237,5,6,17,63,125,Melbourne,63,Oceania,Australia And New Zealand,Australia,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Winter,48
22639,1542,2022,4,Friends,260,5,4,12,45,89,Lyon,45,South America,South America,Brazil,40,15,Tunis Ballet Theatre,"387 Main Road, Tunis",Ballets,Tunis,Spring,28
22640,1040,2021,7,Family,49,3,5,15,59,118,Mumbai,59,Africa,Southern Africa,Namibia,19,6,Lagos Water Park,"374 Main Road, Lagos",Water Parks,Lagos,Summer,19
22641,243,2021,7,Family,2,5,4,12,46,93,Penang,46,South America,South America,Argentina,129,11,Cape Town Landmark,"145 Main Road, Cape Town",Points Of Interest & Landmarks,Cape Town,Summer,19
22642,169,2024,8,Couples,172,3,4,12,46,93,Penang,46,South America,South America,Argentina,14,7,Barcelona Volcano,"50 Main Road, Barcelona",Volcanos,Barcelona,Summer,56
22643,2858,2021,6,Solo,299,5,3,10,40,78,Budapest,40,North America,Central America,Panama,18,8,Jakarta Grotto,"114 Main Road, Jakarta",Caverns & Caves,Jakarta,Summer,18
22644,1767,2020,8,Friends,294,4,6,17,64,128,Tokyo,64,Oceania,Australia And New Zealand,New Zealand,95,2,Dubai Temple Ruins,"27 Main Road, Dubai",Ancient Ruins,Dubai,Summer,8
22645,1876,2022,5,Business,25,4,5,14,54,104,Oslo,54,Africa,West Africa,Nigeria,62,11,Kuala Lumpur Monument,"375 Main Road, Kuala Lumpur",Points Of Interest & Landmarks,Kuala Lumpur,Spring,29
22646,2743,2021,12,Business,7,4,3,9,38,73,Manchester,38,North America,Northern America,Mexico,2,4,Lyon Shrine,"180 Main Road, Lyon",Religious Sites,Lyon,Winter,24
22647,1611,2022,6,Friends,47,4,1,1,3,7,Athens,3,Asia,South East Asia,Singapore,21,6,Havana Aqua Park,"150 Main Road, Havana",Water Parks,Havana,Summer,30
22648,1795,2021,9,Business,341,3,5,13,53,103,Panama City,53,Africa,East Africa,Ethiopia,32,11,Santo Domingo Monument,"2 Main Road, Santo Domingo",Points Of Interest & Landmarks,Santo Domingo,Autumn,21
22649,1518,2023,1,Solo,61,3,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,97,13,Shanghai Night Market,"286 Main Road, Shanghai",Flea & Street Markets,Shanghai,Winter,37
22650,594,2024,4,Friends,79,5,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,55,14,Marrakesh Falls,"261 Main Road, Marrakesh",Waterfalls,Marrakesh,Spring,52
22651,896,2022,6,Couples,195,5,1,3,15,32,Santo Domingo,15,Asia,East Asia,Taiwan,121,13,Toronto Street Market,"235 Main Road, Toronto",Flea & Street Markets,Toronto,Summer,30
22652,2644,2023,8,Friends,308,4,5,16,60,119,Santo Domingo,60,Africa,North Africa,Egypt,99,9,Tel Aviv Thermal Spa,"175 Main Road, Tel Aviv",Spas,Tel Aviv,Summer,44
22653,1247,2022,7,Friends,104,4,1,3,14,29,Port Moresby,14,Asia,East Asia,South Korea,112,10,Chicago Reserve,"311 Main Road, Chicago",National Parks,Chicago,Summer,31
22654,669,2023,9,Business,104,3,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,112,10,Chicago Reserve,"311 Main Road, Chicago",National Parks,Chicago,Autumn,45
22655,2467,2024,8,Couples,327,4,5,15,59,118,Mumbai,59,Africa,Southern Africa,Namibia,84,5,Madrid Wildlife Reserve,"133 Main Road, Madrid",Nature & Wildlife Areas,Madrid,Summer,56
22656,283,2023,8,Friends,189,5,2,8,32,63,Rome,32,Europe,Eastern Europe,Poland,116,7,Port Moresby Mount,"162 Main Road, Port Moresby",Volcanos,Port Moresby,Summer,44
22657,1862,2024,3,Family,22,4,2,7,29,58,Bucharest,29,Europe,Northern Europe,Sweden,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Spring,51
22658,2068,2023,4,Family,195,5,3,10,41,80,Vancouver,41,North America,Central America,Guatemala,121,13,Toronto Street Market,"235 Main Road, Toronto",Flea & Street Markets,Toronto,Spring,40
22659,875,2024,5,Solo,86,5,1,1,1,1,Dar Es Salaam,1,Asia,South East Asia,Indonesia,37,14,Stockholm Waterfall,"368 Main Road, Stockholm",Waterfalls,Stockholm,Spring,53
22660,561,2020,4,Friends,311,4,2,6,26,52,Manila,26,Europe,Southern Europe,Greece,51,11,Warsaw Monument,"315 Main Road, Warsaw",Points Of Interest & Landmarks,Warsaw,Spring,4
22661,1268,2022,2,Family,214,5,2,8,33,64,Berlin,33,Europe,Eastern Europe,Czech Republic,72,7,Accra Mount,"342 Main Road, Accra",Volcanos,Accra,Winter,26
22662,2250,2022,5,Friends,195,5,1,4,19,38,Melbourne,19,Asia,Western Asia,Turkey,121,13,Toronto Street Market,"235 Main Road, Toronto",Flea & Street Markets,Toronto,Spring,29
22663,2651,2023,5,Family,308,3,2,5,20,39,Addis Ababa,20,Europe,Western Europe,France,99,9,Tel Aviv Thermal Spa,"175 Main Road, Tel Aviv",Spas,Tel Aviv,Spring,41
22664,2423,2023,12,Business,88,3,2,6,26,51,Warsaw,26,Europe,Southern Europe,Greece,45,9,Los Angeles Thermal Spa,"47 Main Road, Los Angeles",Spas,Los Angeles,Winter,48
22665,357,2022,1,Friends,221,4,1,2,8,16,Panama City,8,Asia,South Asia,Sri Lanka,43,14,Rio de Janeiro Cascades,"5 Main Road, Rio de Janeiro",Waterfalls,Rio De Janeiro,Winter,25
22666,670,2024,8,Family,251,3,5,14,55,109,Buenos Aires,55,Africa,West Africa,Ghana,51,3,Warsaw Heritage Centre,"3 Main Road, Warsaw",History Museums,Warsaw,Summer,56
22667,1795,2024,2,Friends,22,4,5,13,53,103,Panama City,53,Africa,East Africa,Ethiopia,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Winter,50
22668,2104,2022,5,Family,25,3,5,13,50,98,Lisbon,50,Africa,East Africa,Kenya,62,11,Kuala Lumpur Monument,"375 Main Road, Kuala Lumpur",Points Of Interest & Landmarks,Kuala Lumpur,Spring,29
22669,32,2022,5,Family,350,4,2,6,26,51,Warsaw,26,Europe,Southern Europe,Greece,71,8,Delhi Cavern,"127 Main Road, Delhi",Caverns & Caves,Delhi,Spring,29
22670,475,2024,1,Couples,50,5,1,1,1,1,Dar Es Salaam,1,Asia,South East Asia,Indonesia,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Winter,49
22671,307,2024,2,Friends,314,4,1,1,6,13,London,6,Asia,South East Asia,Philippines,52,5,Manila Sanctuary,"205 Main Road, Manila",Nature & Wildlife Areas,Manila,Winter,50
22672,962,2022,2,Couples,280,5,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,91,11,Paris Landmark,"268 Main Road, Paris",Points Of Interest & Landmarks,Paris,Winter,26
22673,2003,2020,3,Friends,178,5,3,10,39,76,Milan,39,North America,Central America,Costa Rica,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Spring,3
22674,2851,2022,4,Business,143,5,2,7,31,61,Kampala,31,Europe,Northern Europe,Denmark,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Spring,28
22675,290,2024,11,Business,50,5,1,2,7,15,Nairobi,7,Asia,South Asia,India,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,59
22676,1464,2022,7,Friends,120,3,5,14,56,111,Phuket,56,Africa,West Africa,Senegal,30,1,Dakar Cove,"278 Main Road, Dakar",Beaches,Dakar,Summer,31
22677,1032,2022,6,Family,39,3,2,7,28,55,Marrakesh,28,Europe,Northern Europe,United Kingdom,72,4,Accra Mosque,"117 Main Road, Accra",Religious Sites,Accra,Summer,30
22678,1113,2022,11,Couples,17,4,3,10,40,77,Lima,40,North America,Central America,Panama,11,3,Lisbon Museum,"132 Main Road, Lisbon",History Museums,Lisbon,Autumn,35
22680,824,2022,11,Family,208,4,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,24,8,Phuket Cavern,"198 Main Road, Phuket",Caverns & Caves,Phuket,Autumn,35
22681,743,2021,6,Solo,50,3,2,8,33,64,Berlin,33,Europe,Eastern Europe,Czech Republic,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Summer,18
22682,2135,2023,10,Friends,267,5,6,17,64,127,Tunis,64,Oceania,Australia And New Zealand,New Zealand,2,4,Lyon Temple,"317 Main Road, Lyon",Religious Sites,Lyon,Autumn,46
22683,1868,2023,1,Business,25,4,4,12,47,94,Athens,47,South America,South America,Peru,62,11,Kuala Lumpur Monument,"375 Main Road, Kuala Lumpur",Points Of Interest & Landmarks,Kuala Lumpur,Winter,37
22684,1850,2024,4,Couples,94,5,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,58,12,Bucharest Quarter,"18 Main Road, Bucharest",Neighborhoods,Bucharest,Spring,52
22685,1509,2023,9,Couples,53,4,3,10,39,76,Milan,39,North America,Central America,Costa Rica,79,11,Bengaluru Tower,"79 Main Road, Bengaluru",Points Of Interest & Landmarks,Bengaluru,Autumn,45
22686,965,2022,5,Couples,230,5,6,17,64,128,Tokyo,64,Oceania,Australia And New Zealand,New Zealand,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Spring,29
22687,724,2024,10,Friends,265,4,5,13,53,101,Barcelona,53,Africa,East Africa,Ethiopia,33,15,Singapore Performing Arts Centre,"394 Main Road, Singapore",Ballets,Singapore,Autumn,58
22688,44,2024,12,Family,56,4,3,11,42,84,Madrid,42,North America,Caribbean,Jamaica,93,7,Penang Mount,"6 Main Road, Penang",Volcanos,Penang,Winter,60
22690,669,2023,11,Solo,10,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,28,11,Riyadh Landmark,"123 Main Road, Riyadh",Points Of Interest & Landmarks,Riyadh,Autumn,47
22691,2922,2024,5,Couples,96,2,1,1,5,10,Shanghai,5,Asia,South East Asia,Vietnam,109,4,Buenos Aires Mosque,"228 Main Road, Buenos Aires",Religious Sites,Buenos Aires,Spring,53
22692,2910,2023,5,Couples,303,3,3,9,38,74,Seoul,38,North America,Northern America,Mexico,18,4,Jakarta Mosque,"261 Main Road, Jakarta",Religious Sites,Jakarta,Spring,41
22693,2289,2022,7,Solo,326,5,1,3,15,30,Dakar,15,Asia,East Asia,Taiwan,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,31
22694,1783,2022,5,Couples,257,5,6,17,63,126,Addis Ababa,63,Oceania,Australia And New Zealand,Australia,76,10,Milan Reserve,"346 Main Road, Milan",National Parks,Milan,Spring,29
22695,1963,2024,6,Couples,182,4,2,6,27,54,Sao Paulo,27,Europe,Southern Europe,Portugal,77,12,Lima Quarter,"392 Main Road, Lima",Neighborhoods,Lima,Summer,54
22696,1760,2022,11,Friends,244,5,1,3,12,25,Chicago,12,Asia,East Asia,China,119,6,Santo Domingo Aqua Park,"200 Main Road, Santo Domingo",Water Parks,Santo Domingo,Autumn,35
22697,1883,2023,4,Couples,123,4,5,14,54,105,Jakarta,54,Africa,West Africa,Nigeria,105,10,Jakarta Reserve,"34 Main Road, Jakarta",National Parks,Jakarta,Spring,40
22698,669,2023,11,Family,264,3,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,33,5,Singapore Nature Park,"311 Main Road, Singapore",Nature & Wildlife Areas,Singapore,Autumn,47
22699,2927,2022,3,Family,345,3,4,12,46,93,Penang,46,South America,South America,Argentina,5,4,Sydney Mosque,"182 Main Road, Sydney",Religious Sites,Sydney,Spring,27
22700,2257,2024,7,Family,88,5,3,10,40,77,Lima,40,North America,Central America,Panama,45,9,Los Angeles Thermal Spa,"47 Main Road, Los Angeles",Spas,Los Angeles,Summer,55
22701,699,2022,8,Friends,25,4,6,18,66,133,Taipei,66,Oceania,Melanesia,Papua New Guinea,62,11,Kuala Lumpur Monument,"375 Main Road, Kuala Lumpur",Points Of Interest & Landmarks,Kuala Lumpur,Summer,32
22702,1487,2022,1,Couples,193,5,6,17,64,128,Tokyo,64,Oceania,Australia And New Zealand,New Zealand,109,12,Buenos Aires Quarter,"254 Main Road, Buenos Aires",Neighborhoods,Buenos Aires,Winter,25
22703,2344,2024,8,Business,50,4,3,11,43,86,Windhoek,43,North America,Caribbean,Cuba,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Summer,56
22704,2734,2023,11,Solo,339,4,5,13,51,99,Tel Aviv,51,Africa,East Africa,Tanzania,9,11,Brussels Monument,"97 Main Road, Brussels",Points Of Interest & Landmarks,Brussels,Autumn,47
22705,1064,2024,9,Family,269,5,1,1,6,14,Barcelona,6,Asia,South East Asia,Philippines,96,9,Brussels Hot Springs,"369 Main Road, Brussels",Spas,Brussels,Autumn,57
22706,1397,2023,6,Couples,143,5,5,14,54,105,Jakarta,54,Africa,West Africa,Nigeria,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Summer,42
22707,891,2023,12,Family,254,4,6,17,64,129,Cape Town,64,Oceania,Australia And New Zealand,New Zealand,122,13,Bandung Street Market,"191 Main Road, Bandung",Flea & Street Markets,Bandung,Winter,48
22708,1045,2022,9,Couples,135,4,5,14,55,109,Buenos Aires,55,Africa,West Africa,Ghana,117,13,Dakar Street Market,"47 Main Road, Dakar",Flea & Street Markets,Dakar,Autumn,33
22709,680,2023,12,Solo,266,4,4,12,47,94,Athens,47,South America,South America,Peru,99,13,Tel Aviv Night Market,"391 Main Road, Tel Aviv",Flea & Street Markets,Tel Aviv,Winter,48
22710,118,2020,5,Business,52,4,1,3,14,28,Riyadh,14,Asia,East Asia,South Korea,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Spring,5
22712,1349,2023,8,Family,61,3,2,7,31,62,Kuala Lumpur,31,Europe,Northern Europe,Denmark,97,13,Shanghai Night Market,"286 Main Road, Shanghai",Flea & Street Markets,Shanghai,Summer,44
22713,2316,2022,6,Business,230,5,2,6,25,48,San Jose,25,Europe,Southern Europe,Spain,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Summer,30
22714,1518,2022,12,Business,220,4,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,103,3,Panama City Historical Museum,"155 Main Road, Panama City",History Museums,Panama City,Winter,36
22715,926,2022,8,Friends,20,5,3,11,43,85,Santiago,43,North America,Caribbean,Cuba,123,5,Gaborone Sanctuary,"232 Main Road, Gaborone",Nature & Wildlife Areas,Gaborone,Summer,32
22716,1317,2024,11,Family,89,5,5,16,61,121,Toronto,61,Africa,North Africa,Morocco,74,9,Seoul Wellness Retreat,"23 Main Road, Seoul",Spas,Seoul,Autumn,59
22717,2376,2022,8,Friends,70,4,6,17,63,126,Addis Ababa,63,Oceania,Australia And New Zealand,Australia,102,12,Nairobi Old Town,"386 Main Road, Nairobi",Neighborhoods,Nairobi,Summer,32
22718,1387,2023,3,Solo,49,5,2,6,25,49,Kathmandu,25,Europe,Southern Europe,Spain,19,6,Lagos Water Park,"374 Main Road, Lagos",Water Parks,Lagos,Spring,39
22719,1622,2022,10,Couples,326,4,1,1,4,9,Brussels,4,Asia,South East Asia,Thailand,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,34
22720,582,2023,4,Family,115,4,4,12,48,95,Dubai,48,South America,South America,Chile,125,13,Melbourne Street Market,"132 Main Road, Melbourne",Flea & Street Markets,Melbourne,Spring,40
22721,28,2021,4,Couples,88,5,5,14,55,108,Havana,55,Africa,West Africa,Ghana,45,9,Los Angeles Thermal Spa,"47 Main Road, Los Angeles",Spas,Los Angeles,Spring,16
22722,2801,2024,5,Business,91,3,2,5,21,43,Rio De Janeiro,21,Europe,Western Europe,Germany,118,7,Mumbai Crater,"272 Main Road, Mumbai",Volcanos,Mumbai,Spring,53
22723,761,2024,4,Couples,52,4,2,5,20,40,Tunis,20,Europe,Western Europe,France,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Spring,52
22724,985,2022,2,Family,193,5,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,109,12,Buenos Aires Quarter,"254 Main Road, Buenos Aires",Neighborhoods,Buenos Aires,Winter,26
22725,378,2022,11,Couples,95,4,3,10,41,81,Colombo,41,North America,Central America,Guatemala,101,8,Barcelona Grotto,"95 Main Road, Barcelona",Caverns & Caves,Barcelona,Autumn,35
22726,1484,2024,1,Friends,319,5,2,5,20,39,Addis Ababa,20,Europe,Western Europe,France,29,4,Port Moresby Shrine,"125 Main Road, Port Moresby",Religious Sites,Port Moresby,Winter,49
22727,2191,2022,2,Couples,215,5,1,3,15,32,Santo Domingo,15,Asia,East Asia,Taiwan,70,7,Suva Mount,"62 Main Road, Suva",Volcanos,Suva,Winter,26
22728,2019,2023,2,Solo,318,4,2,6,24,47,Auckland,24,Europe,Southern Europe,Italy,88,9,Dar es Salaam Wellness Retreat,"182 Main Road, Dar es Salaam",Spas,Dar Es Salaam,Winter,38
22729,2545,2024,4,Family,326,5,5,14,54,104,Oslo,54,Africa,West Africa,Nigeria,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,52
22730,821,2022,4,Business,237,4,2,8,35,68,New York,35,Europe,Eastern Europe,Romania,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Spring,28
22731,911,2023,7,Couples,313,5,2,6,26,51,Warsaw,26,Europe,Southern Europe,Greece,2,5,Lyon Nature Park,"261 Main Road, Lyon",Nature & Wildlife Areas,Lyon,Summer,43
22732,2896,2024,9,Family,186,4,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,102,9,Nairobi Thermal Spa,"231 Main Road, Nairobi",Spas,Nairobi,Autumn,57
22733,1298,2023,10,Business,50,3,3,11,44,88,Dar Es Salaam,44,North America,Caribbean,Dominican Republic,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,46
22734,2486,2021,12,Family,337,4,5,15,57,113,Osaka,57,Africa,Southern Africa,South Africa,36,2,Gaborone Archaeological Park,"76 Main Road, Gaborone",Ancient Ruins,Gaborone,Winter,24
22735,1785,2020,9,Couples,50,5,2,7,29,56,Dhaka,29,Europe,Northern Europe,Sweden,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,9
22736,613,2020,3,Friends,250,3,4,12,47,94,Athens,47,South America,South America,Peru,94,11,Athens Monument,"123 Main Road, Athens",Points Of Interest & Landmarks,Athens,Spring,3
22737,2876,2024,9,Friends,49,5,4,12,45,90,Surabaya,45,South America,South America,Brazil,19,6,Lagos Water Park,"374 Main Road, Lagos",Water Parks,Lagos,Autumn,57
22738,926,2021,1,Family,50,4,3,11,43,85,Santiago,43,North America,Caribbean,Cuba,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Winter,13
22739,1868,2024,1,Friends,264,3,4,12,47,94,Athens,47,South America,South America,Peru,33,5,Singapore Nature Park,"311 Main Road, Singapore",Nature & Wildlife Areas,Singapore,Winter,49
22740,749,2022,4,Family,152,5,2,7,31,60,Wellington,31,Europe,Northern Europe,Denmark,62,2,Kuala Lumpur Archaeological Park,"330 Main Road, Kuala Lumpur",Ancient Ruins,Kuala Lumpur,Spring,28
22741,1685,2021,11,Solo,167,4,6,18,65,130,Rio De Janeiro,65,Oceania,Melanesia,Fiji,93,15,Penang Performing Arts Centre,"96 Main Road, Penang",Ballets,Penang,Autumn,23
22742,1569,2024,12,Friends,317,5,3,9,36,70,Suva,36,North America,Northern America,United States,106,5,Lagos Wildlife Reserve,"99 Main Road, Lagos",Nature & Wildlife Areas,Lagos,Winter,60
22743,760,2022,10,Family,37,3,4,12,45,89,Lyon,45,South America,South America,Brazil,45,9,Los Angeles Hot Springs,"332 Main Road, Los Angeles",Spas,Los Angeles,Autumn,34
22744,2967,2023,6,Business,311,3,2,5,20,40,Tunis,20,Europe,Western Europe,France,51,11,Warsaw Monument,"315 Main Road, Warsaw",Points Of Interest & Landmarks,Warsaw,Summer,42
22745,469,2022,12,Solo,87,5,3,10,41,80,Vancouver,41,North America,Central America,Guatemala,32,9,Santo Domingo Hot Springs,"114 Main Road, Santo Domingo",Spas,Santo Domingo,Winter,36
22746,1243,2022,8,Friends,326,4,5,13,51,99,Tel Aviv,51,Africa,East Africa,Tanzania,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,32
22747,126,2021,4,Friends,264,4,4,12,46,92,Sydney,46,South America,South America,Argentina,33,5,Singapore Nature Park,"311 Main Road, Singapore",Nature & Wildlife Areas,Singapore,Spring,16
22748,2009,2023,7,Couples,172,4,4,12,47,94,Athens,47,South America,South America,Peru,14,7,Barcelona Volcano,"50 Main Road, Barcelona",Volcanos,Barcelona,Summer,43
22749,1317,2024,5,Friends,165,5,5,16,61,121,Toronto,61,Africa,North Africa,Morocco,127,14,Tunis Falls,"3 Main Road, Tunis",Waterfalls,Tunis,Spring,53
22750,1644,2023,4,Family,11,5,3,10,40,78,Budapest,40,North America,Central America,Panama,54,13,Sao Paulo Bazaar,"71 Main Road, Sao Paulo",Flea & Street Markets,Sao Paulo,Spring,40
22752,2275,2022,7,Family,52,3,3,11,42,83,Bogota,42,North America,Caribbean,Jamaica,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Summer,31
22753,2896,2023,8,Couples,230,4,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Summer,44
22754,2580,2020,1,Family,211,4,3,9,37,72,Accra,37,North America,Northern America,Canada,133,2,Taipei Ancient City,"134 Main Road, Taipei",Ancient Ruins,Taipei,Winter,1
22755,926,2020,8,Solo,327,4,3,11,43,85,Santiago,43,North America,Caribbean,Cuba,84,5,Madrid Wildlife Reserve,"133 Main Road, Madrid",Nature & Wildlife Areas,Madrid,Summer,8
22756,2156,2021,2,Family,238,4,4,12,45,89,Lyon,45,South America,South America,Brazil,28,10,Riyadh Conservation Area,"147 Main Road, Riyadh",National Parks,Riyadh,Winter,14
22757,246,2020,8,Business,337,4,5,13,51,99,Tel Aviv,51,Africa,East Africa,Tanzania,36,2,Gaborone Archaeological Park,"76 Main Road, Gaborone",Ancient Ruins,Gaborone,Summer,8
22759,1309,2023,9,Solo,259,4,1,1,5,11,Lisbon,5,Asia,South East Asia,Vietnam,98,13,Lisbon Bazaar,"221 Main Road, Lisbon",Flea & Street Markets,Lisbon,Autumn,45
22760,1310,2024,11,Couples,251,5,2,5,23,45,Los Angeles,23,Europe,Western Europe,Belgium,51,3,Warsaw Heritage Centre,"3 Main Road, Warsaw",History Museums,Warsaw,Autumn,59
22761,1464,2022,7,Solo,69,5,5,14,56,111,Phuket,56,Africa,West Africa,Senegal,132,13,Los Angeles Street Market,"56 Main Road, Los Angeles",Flea & Street Markets,Los Angeles,Summer,31
22762,1365,2022,7,Couples,143,5,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Summer,31
22763,1865,2023,10,Friends,195,5,2,6,26,51,Warsaw,26,Europe,Southern Europe,Greece,121,13,Toronto Street Market,"235 Main Road, Toronto",Flea & Street Markets,Toronto,Autumn,46
22764,2863,2020,1,Couples,326,5,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Winter,1
22765,581,2020,7,Friends,226,4,3,10,41,80,Vancouver,41,North America,Central America,Guatemala,107,13,Istanbul Bazaar,"57 Main Road, Istanbul",Flea & Street Markets,Istanbul,Summer,7
22766,985,2020,3,Friends,141,5,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,98,8,Lisbon Caves,"63 Main Road, Lisbon",Caverns & Caves,Lisbon,Spring,3
22767,238,2021,12,Family,237,5,1,1,3,6,Penang,3,Asia,South East Asia,Singapore,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Winter,24
22768,669,2022,3,Solo,41,5,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,103,15,Panama City Opera House,"66 Main Road, Panama City",Ballets,Panama City,Spring,27
